chemical_name	cas_no	Drug Name	CAS Number	UNII	Pharmacology Classification	Pharmacology Description	Indication
isomalathion	3344-12-5	Isomalathion	3344-12-5	9XEP5P83AO			
isomenthol		Isomenthol	3623-52-7	Q3I568EO1X			
isomenthone		Isomenthone, (+/-)-	491-07-6	9WZ3E2G6CL			
isomethyleugenol	93-16-3	Methylisoeugenol	93-16-3	J6M6C71VVR			
Isoniazid	54-85-3	Isoniazid	54-85-3	V83O1VOZ8L	Antitubercular Agents	Drugs used in the treatment of tuberculosis. They are divided into two main classes: &quot;first-line&quot; agents, those with the greatest efficacy and acceptable degrees of toxicity used successfully in the great majority of cases; and &quot;second-line&quot; drugs used in drug-resistant cases or those in which some other patient-related condition has compromised the effectiveness of primary therapy. (See all compounds classified as Antitubercular Agents.)	Isoniazid is used for the treatment of all forms of tuberculosis in which organisms are susceptible. It is also used in combination with rifampin and pyrazinamide.
isoniazid, pyrazinamide, rifampin drug combination		Trifazid	161935-14-4		Antitubercular Agents	Drugs used in the treatment of tuberculosis. They are divided into two main classes: &quot;first-line&quot; agents, those with the greatest efficacy and acceptable degrees of toxicity used successfully in the great majority of cases; and &quot;second-line&quot; drugs used in drug-resistant cases or those in which some other patient-related condition has compromised the effectiveness of primary therapy. (See all compounds classified as Antitubercular Agents.)	
isonicotinamide	1453-82-3	Isonicotinamide	1453-82-3	4H3BH6YX9Q			
Isonicotinic Acids		Isonicotinic Acids					
isonicotinyl-NAD		isonicotinyl-NAD					
isonitrosoacetone		Isonitrosoacetone	306-44-5	U32V8CLT4W			
isooctyl acrylate	29590-42-9	Isooctyl acrylate	29590-42-9	GU1V16S82F			
isopentane	78-78-4	Isopentane	78-78-4	ZH67814I0O			
isopentenyl pyrophosphate	358-71-4	Isopentenyl pyrophosphate	358-71-4	LSC8849M7B			
isopentyl alcohol	123-51-3	Isoamyl alcohol	123-51-3	DEM9NIT1J4			
isopentyl ferulate		Isopentyl ferulate					
isophorone	78-59-1	Isophorone	78-59-1	2BR99VR6WA			
isophorone diisocyanate	4098-71-9	Isophorone diisocyanate	4098-71-9	43B0856528			
isophthalate	121-91-5	Isophthalic acid	121-91-5	X35216H9FJ			
isopimaric acid		Isopimaric acid	5835-26-7	1E37K85HHK	Ionophores	Chemical agents that increase the permeability of biological or artificial lipid membranes to specific ions. Most ionophores are relatively small organic molecules that act as mobile carriers within membranes or coalesce to form ion permeable channels across membranes. Many are antibiotics, and many act as uncoupling agents by short-circuiting the proton gradient across mitochondrial membranes. (See all compounds classified as Ionophores.)	
isopimpinellin	482-27-9	Isopimpinellin	482-27-9	20GCF755G6			
isopraeroside IV		isopraeroside IV					
isoprene	78-79-5	Isoprene	9006-04-6	0A62964IBU			
isoprocarb		Isoprocarb	2631-40-5	714I55QH9K	Insecticides	Pesticides designed to control insects that are harmful to man. The insects may be directly harmful, as those acting as disease vectors, or indirectly harmful, as destroyers of crops, food products, or textile fabrics. (See all compounds classified as Insecticides.)	
isopropamide iodide	71-81-8	Isopropamide Iodide	71-81-8	E0KNA372SZ			
isopropyl 4-hydroxybenzoate	4191-73-5	Isopropyl 4-hydroxybenzoate	4191-73-5	A6EOX47QK0			
isopropyl 4,4'-dibromobenzilate	18181-80-1	Bromopropylate	18181-80-1	3U468ZM257			
isopropyl 5,12-hydroxypentadeca-8,10-dien-6,14-diynoate		Navamepent	1251537-11-7	Q7789B8MWM			
isopropyl methylphosphonic acid	1832-54-8	Isopropyl methylphosphonate	1832-54-8	30DEK38OFS			
isopropyl palmitate	142-91-6	Isopropyl Palmitate	142-91-6	8CRQ2TH63M			
Isopropyl Thiogalactoside	367-93-1	Isopropyl-beta-D-thiogalactopyranoside	367-93-1	X73VV2246B			
isopropyl thioxanthone		4-Isopropyl-thioxanthene-9-one					
isopropyl-9H-thioxanthen-9-one		4-Isopropylthioxanthone	83846-86-0	PAF3CW7TJ8			
isopropylmethanesulfonate	926-06-7	Isopropyl methanesulfonate	926-06-7	T0K2TXY26B	Alkylating Agents	Highly reactive chemicals that introduce alkyl radicals into biologically active molecules and thereby prevent their proper functioning. Many are used as antineoplastic agents, but most are very toxic, with carcinogenic, mutagenic, teratogenic, and immunosuppressant actions. They have also been used as components in poison gases. (See all compounds classified as Alkylating Agents.)	
Isoprostanes		Isoprostanes					
Isoproterenol	7683-59-2	Isoproterenol	7683-59-2	L628TT009W	Adrenergic beta-Agonists	Drugs that selectively bind to and activate beta-adrenergic receptors. (See all compounds classified as Adrenergic beta-Agonists.)	Isoprenaline is indicated to treat mild or transient episodes of heart block not requiring electric shock or pacemakers, serious episodes of heart block and Adams-Stokes attacks not caused by ventricular tachycardia or fibrillation, and bronchospasm during anesthesia. Isoprenaline is also indicated for cases of cardiac arrest until preferable treatments like electric shock and pacemakers are available. Isoprenaline is also indicated as an adjunct therapy to fluid and electrolyte replacement therapy in hypovolemic shock, septic shock, hypoperfusion, congestive heart failure, and cardiogenic shock.
isoprothiolane	50512-35-1	Isoprothiolane	50512-35-1	88HCS898G6			
isoproturon	34123-59-6	Isoproturon	34123-59-6	66066K098P	Herbicides	Pesticides used to destroy unwanted vegetation, especially various types of weeds, grasses (POACEAE), and woody plants. Some plants develop HERBICIDE RESISTANCE. (See all compounds classified as Herbicides.)	
isoquercitrin	21637-25-2	Isoquercitrin	21637-25-2	0YX10VRV6J			
Isoquinolines		Isoquinolines					
isorhamnetin 3-O-glucoside		isorhamnetin 3-O-glucoside	5041-82-7	BI252A6EPL			
isorhapontigenin		Isorhapontigenin	32507-66-7	CZ49V3K5HS			
isosafrole	120-58-1	Isosafrole	120-58-1	94BY31ALL6			
isosakuranetin		Isosakuranetin	480-43-3	U02X7TF8UA			
isosalipurposide	4547-85-7	Isosalipurposide	4547-85-7				
isoschaftoside		Isoschaftoside	52012-29-0	H27X8715V3			
isoscutellarein		Isoscutellarein	41440-05-5	3WAC3UX5SC			
isosilybin	72581-71-6	CID 21723007	72581-71-6				
isosilybin A		Isosilybin A	142796-21-2	HHN3Q9H3DK			
Isosorbide	652-67-5	Isosorbide	652-67-5	WXR179L51S	Diuretics, Osmotic	Compounds that increase urine volume by increasing the amount of osmotically active solute in the urine. Osmotic diuretics also increase the osmolarity of plasma. (See all compounds classified as Diuretics, Osmotic.)	Isosorbide was previously indicated for temporary reduction of intraocular pressure and used to interrupt an acute glaucoma attack, however, this is not a currently approved indication. Refer to [isosorbide mononitrate] and [isosorbide dinitrate] drug entries for more isosorbide indications.
Isosorbide Dinitrate	87-33-2	Isosorbide Dinitrate	87-33-2	IA7306519N	Nitric Oxide Donors	A diverse group of agents, with unique chemical structures and biochemical requirements, which generate NITRIC OXIDE. These compounds have been used in the treatment of cardiovascular diseases and the management of acute myocardial infarction, acute and chronic congestive heart failure, and surgical control of blood pressure. (Adv Pharmacol 1995;34:361-81) (See all compounds classified as Nitric Oxide Donors.)	For the prevention of angina pectoris due to coronary artery disease.
isosorbide-5-mononitrate	16051-77-7	Isosorbide Mononitrate	16051-77-7	LX1OH63030	Nitric Oxide Donors	A diverse group of agents, with unique chemical structures and biochemical requirements, which generate NITRIC OXIDE. These compounds have been used in the treatment of cardiovascular diseases and the management of acute myocardial infarction, acute and chronic congestive heart failure, and surgical control of blood pressure. (Adv Pharmacol 1995;34:361-81) (See all compounds classified as Nitric Oxide Donors.)	Isosorbide mononitrate is indicated for the prevention and management of angina pectoris due to coronary artery disease. The onset of action of oral isosorbide mononitrate is not sufficiently rapid to be useful in aborting an acute anginal episode.
isospaglumic acid		Spaglumic acid	3106-85-2	1W8M12WXYL	Histamine H1 Antagonists	Drugs that selectively bind to but do not activate histamine H1 receptors, thereby blocking the actions of endogenous histamine. Included here are the classical antihistaminics that antagonize or prevent the action of histamine mainly in immediate hypersensitivity. They act in the bronchi, capillaries, and some other smooth muscles, and are used to prevent or allay motion sickness, seasonal rhinitis, and allergic dermatitis and to induce somnolence. The effects of blocking central nervous system H1 receptors are not as well understood. (See all compounds classified as Histamine H1 Antagonists.)	Used in patients with allergic conjunctivitis.
isostearic acid	5638-12-0	2-Methylheptadecanoic acid	5638-12-0	USO2AQ1J3Z			
isostevic acid		isostevic acid					
isosteviol		Isosteviol	27975-19-5	091QB7QO95			
isothiazolidinone		isothiazolidinone					
Isothiocyanates		Isothiocyanates					
Isothiuronium	22584-04-9	Isothiuronium	22584-04-9	8XYH0MIG48			
isotocin	550-21-0	Isotocin	550-21-0				
isotonitazene		Isotonitazene	14188-81-9	ZFY1ZBQ8AV			
Isotretinoin	4759-48-2	Isotretinoin	4759-48-2	EH28UP18IF	Dermatologic Agents	Drugs used to treat or prevent skin disorders or for the routine care of skin. (See all compounds classified as Dermatologic Agents.)	Isotretinoin is indicated to treat severe recalcitrant nodular acne and patients ≥12 years enrolled in the iPLEDGE program.
isourolithin A		3,9-dihydroxy-6H-benzo[c]chromen-6-one					
isovaleric acid	503-74-2	Isovaleric acid	503-74-2	1BR7X184L5			
isovitexin	38953-85-4	Isovitexin	38953-85-4	KTQ9R9MS0Q			
isoxaben	82558-50-7	Isoxaben	82558-50-7	101V41EEA4			
isoxanthohumol		Isoxanthohumol	72247-79-1				
Isoxazoles		Isoxazole	288-14-2	00SRW0M6PW			
Isoxsuprine	395-28-8	Duvadilan	395-28-8		Vasodilator Agents	Drugs used to cause dilation of the blood vessels. (See all compounds classified as Vasodilator Agents.)	
ispinesib		Ispinesib	336113-53-2	BKT5F9C2NI			Investigated for use/treatment in breast cancer, lung cancer, solid tumors, renal cell carcinoma, pediatric indications, ovarian cancer, and head and neck cancer.
ispronicline		Ispronicline	252870-53-4	3E05NBH9V5			
Isradipine	75695-93-1	Isradipine	75695-93-1	YO1UK1S598	Antihypertensive Agents	Drugs used in the treatment of acute or chronic vascular HYPERTENSION regardless of pharmacological mechanism. Among the antihypertensive agents are DIURETICS; (especially DIURETICS, THIAZIDE); ADRENERGIC BETA-ANTAGONISTS; ADRENERGIC ALPHA-ANTAGONISTS; ANGIOTENSIN-CONVERTING ENZYME INHIBITORS; CALCIUM CHANNEL BLOCKERS; GANGLIONIC BLOCKERS; and VASODILATOR AGENTS. (See all compounds classified as Antihypertensive Agents.)	For the management of mild to moderate essential hypertension. It may be used alone or concurrently with thiazide-type diuretics.
istradefylline		Istradefylline	155270-99-8	2GZ0LIK7T4	Adenosine A2 Receptor Antagonists	Compounds that selectively bind to and block the activation of ADENOSINE A2 RECEPTORS. (See all compounds classified as Adenosine A2 Receptor Antagonists.)	Istradefylline is indicated in adjunct to levodopa and carbidopa in the treatment of Parkinson's disease.
itaconic acid	97-65-4	Itaconic acid	97-65-4	Q4516562YH			
itopride	122898-67-3	Itopride	122898-67-3	81BMQ80QRL			Investigated for use/treatment in gastrointestinal diseases and disorders (miscellaneous).
Itraconazole	84625-61-6	Itraconazole	84625-61-6	304NUG5GF4	Antifungal Agents	Substances that destroy fungi by suppressing their ability to grow or reproduce. They differ from FUNGICIDES, INDUSTRIAL because they defend against fungi present in human or animal tissues. (See all compounds classified as Antifungal Agents.)	Itraconazole is indicated for the treatment of the following fungal infections in immunocompromised and non-immunocompromised patients:  - Blastomycosis, pulmonary and extrapulmonary - Histoplasmosis, including chronic cavitary pulmonary disease and disseminated, nonmeningeal histoplasmosis, and - Aspergillosis, pulmonary and extrapulmonary, in patients who are intolerant of or who are refractory to amphotericin B therapy  It is also indicated for the treatment of the following fungal infections in non-immunocompromised patients:  - Onychomycosis of the toenail, with or without fingernail involvement, due to dermatophytes (tinea unguium) - Onychomycosis of the fingernail due to dermatophytes (tinea unguium).  Itraconazole oral solution is indicated for the treatment of oropharyngeal and esophageal candidiasis.
iturelix	112568-12-4	Antide	112568-12-4	94055UOQ3Y	Hormone Antagonists	Chemical substances which inhibit the function of the endocrine glands, the biosynthesis of their secreted hormones, or the action of hormones upon their specific sites. (See all compounds classified as Hormone Antagonists.)	
ITX3 compound		ITX3 compound					
Ivabradine	155974-00-8	Ivabradine	155974-00-8	3H48L0LPZQ	Cardiovascular Agents	Agents that affect the rate or intensity of cardiac contraction, blood vessel diameter, or blood volume. (See all compounds classified as Cardiovascular Agents.)	Ivabradine is indicated by the FDA to reduce the risk of hospitalization for worsening heart failure in adult patients with stable, symptomatic chronic heart failure with left ventricular ejection fraction ≤35%, who are in sinus rhythm with resting heart rate ≥70 beats per minute and either are on maximally tolerated doses of beta-blockers or have a contraindication to beta-blocker use. It is also indicated for treatment of stable symptomatic heart failure as a result of dilated cardiomyopathy for pediatric patients 6 months of age or more.
ivacaftor		Ivacaftor	873054-44-5	1Y740ILL1Z	Chloride Channel Agonists	A class of drugs that stimulate chloride ion influx through cell membrane channels. (See all compounds classified as Chloride Channel Agonists.)	When used as monotherapy as the product Kalydeco, ivacaftor is indicated for the treatment of cystic fibrosis (CF) in patients aged one month and older who have one mutation in the CFTR gene that is responsive to ivacaftor potentiation based on clinical and/or _in vitro_ assay data.  When used in combination with the drug [lumacaftor] as the product Orkambi, ivacaftor is indicated for the management of CF in patients aged one year and older who are homozygous for the _F508del_ mutation in the CFTR gene. If the patient’s genotype is unknown, an FDA-cleared CF mutation test should be used to detect the presence of the _F508del_ mutation on both alleles of the CFTR gene.  When used in combination with [tezacaftor] in the product Symdeko, it is used to manage CF in patients 12 years and older who have at least one mutation in the CFTR gene or patients aged 12 or older who are shown to be homozygous for the F508del mutation.  When used in combination with tezacaftor and [elexacaftor] in the product Trikafta, it is indicated for the treatment of cystic fibrosis in patients 12 years of age and older who have at least one _F508del_ mutation in the CFTR gene.
