cas_no	generic_name	pediatric_excl_date	sponser	pediatric_indication	Notes	url	unii_no	indication	pharm_class	pharm_desc	hazard_statements
871700-17-3	Trametinib	2/9/23	Novartis	Advanced relapsed/refractory malignant solid tumors with activation of the RAS/RAF/MEK signaling pathway as well as adolescent patients with BRAF V600 mutant-positive malignant melanoma		https://pubchem.ncbi.nlm.nih.gov/compound/11707110	33E86K87QN	Trametinib is indicated as monotherapy for the treatment of BRAF-inhibitor treatment-naïve patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations.  It is used in combination with [dabrafenib] for the:  - treatment of unresectable or metastatic melanoma with BRAF V600E or V600K mutations. - adjuvant treatment of patients with melanoma with BRAF V600E or V600K mutations and involvement of lymph node(s), following complete resection. - treatment of patients with metastatic non-small cell lung cancer (NSCLC) with BRAF V600E mutation. In Europe, it is indicated for the treatment of adults with advanced non-small cell lung cancer with a BRAF V600 mutation. - treatment of patients with locally advanced or metastatic anaplastic thyroid cancer (ATC) with BRAF V600E mutation and with no satisfactory locoregional treatment options. - the treatment of adult and pediatric patients six years of age and older with unresectable or metastatic solid tumours with BRAF V600E mutation who have progressed following prior treatment and have no satisfactory alternative treatment options. In the US, this indication is approved under accelerated approval based on the overall response rate and duration of response. Continued approval for this indication may be contingent upon verification and description of clinical benefit in a confirmatory trial(s). - the treatment of pediatric patients one year of age and older with low-grade glioma (LGG) with a BRAF V600E mutation who require systemic therapy.  In the US, BRAF V600E or V600K mutations must be detected by an FDA-approved test. Trametinib is not indicated for the treatment of patients with colorectal cancer because of known intrinsic resistance to BRAF inhibition.	Antineoplastic Agents	Substances that inhibit or prevent the proliferation of NEOPLASMS. (See all compounds classified as Antineoplastic Agents.)	H317 (50%): May cause an allergic skin reaction [Warning Sensitization, Skin]; H360D (50%): May damage the unborn child [Danger Reproductive toxicity]; H361 (50%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H372 (100%): Causes damage to organs through prolonged or repeated exposure [Danger Specific target organ toxicity, repeated exposure]; H373 (50%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]
124832-26-4	Valacyclovir	2/26/08	GSK	Herpes simplex virus infection		https://pubchem.ncbi.nlm.nih.gov/compound/135398742	MZ1IW7Q79D	Valacyclovir is a nucleoside analog DNA polymerase inhibitor indicated for:   **Adults**  • Cold Sores (Herpes Labialis)  • Genital Herpes  • Treatment of genital herpes lesions in immunocompetent patients (initial or recurrent episode)  • Suppression of genital herpes lesions in immunocompetent or HIV-infected patients  • Reduction of viral transmission  • Herpes Zoster  **Pediatric Patients**   • Cold Sores (Herpes Labialis)  • Chickenpox     **Limitations of use**  The efficacy and safety of valacyclovir have not been established in immunocompromised patients other than for the suppression of genital herpes in HIV-infected patients.	Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H302 (92.75%): Harmful if swallowed [Warning Acute toxicity, oral]; H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]
175865-60-8	Valganciclovir	7/24/08	Hoffman-La Roche Inc.	Cytomegalovirus (CMV) Disease		https://pubchem.ncbi.nlm.nih.gov/compound/135413535	GCU97FKN3R	Valganciclovir is an antiviral medication used for the treatment of cytomegalovirus infections.	Antiviral Agents	Agents used in the prophylaxis or therapy of VIRUS DISEASES. Some of the ways they may act include preventing viral replication by inhibiting viral DNA polymerase; binding to specific cell-surface receptors and inhibiting viral penetration or uncoating; inhibiting viral protein synthesis; or blocking late stages of virus assembly. (See all compounds classified as Antiviral Agents.)	
137862-53-4	Valsartan	8/8/07	Novartis	Hypertension		https://pubchem.ncbi.nlm.nih.gov/compound/60846	80M03YXJ7I	Valsartan is indicated for the treatment of hypertension to reduce the risk of fatal and nonfatal cardiovascular events, primarily strokes and myocardial infarctions. It is also indicated for the treatment of heart failure (NYHA class II-IV) and for left ventricular dysfunction or failure after myocardial infarction when the use of an angiotensin-converting enzyme inhibitor (ACEI) is not appropriate.  It is also used in combination with [sacubitril].	Angiotensin II Type 1 Receptor Blockers	Agents that antagonize ANGIOTENSIN II TYPE 1 RECEPTOR. Included are ANGIOTENSIN II analogs such as SARALASIN and biphenylimidazoles such as LOSARTAN. Some are used as ANTIHYPERTENSIVE AGENTS. (See all compounds classified as Angiotensin II Type 1 Receptor Blockers.)	H361 (89.36%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H412 (23.4%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]; H361 (100%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H412 (100%): Harmful to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
249296-44-4	Varenicline	11/15/18	Pfizer	Smoking cessation		https://pubchem.ncbi.nlm.nih.gov/compound/170361		For use as an aid in smoking cessation.  Varenicline as a nasal spray is indicated for the symptomatic treatment of dry eye disease.	Nicotinic Agonists	Drugs that bind to and activate nicotinic cholinergic receptors (RECEPTORS, NICOTINIC). Nicotinic agonists act at postganglionic nicotinic receptors, at neuroeffector junctions in the peripheral nervous system, and at nicotinic receptors in the central nervous system. Agents that function as neuromuscular depolarizing blocking agents are included here because they activate nicotinic receptors, although they are used clinically to block nicotinic transmission. (See all compounds classified as Nicotinic Agonists.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H400 (100%): Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]; H302: Harmful if swallowed [Warning Acute toxicity, oral]; H400: Very toxic to aquatic life [Warning Hazardous to the aquatic environment, acute hazard]; H410: Very toxic to aquatic life with long lasting effects [Warning Hazardous to the aquatic environment, long-term hazard]
93413-69-5	Venlafaxine	12/2/02	Wyeth-Ayerst	Depression/OCD		https://pubchem.ncbi.nlm.nih.gov/compound/5656	GRZ5RCB1QG	Venlafaxine is indicated for the management of major depressive disorder (MDD), generalized anxiety disorder (GAD), social anxiety disorder (SAD), and panic disorder.	Antidepressive Agents, Second-Generation	A structurally and mechanistically diverse group of drugs that are not tricyclics or monoamine oxidase inhibitors. The most clinically important appear to act selectively on serotonergic systems, especially by inhibiting serotonin reuptake. (See all compounds classified as Antidepressive Agents, Second-Generation.)	H302 (100%): Harmful if swallowed [Warning Acute toxicity, oral]; H319 (33.33%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H360 (33.33%): May damage fertility or the unborn child [Danger Reproductive toxicity]; H362 (33.33%): May cause harm to breast-fed children [Reproductive toxicity, effects on or via lactation]; H411 (33.33%): Toxic to aquatic life with long lasting effects [Hazardous to the aquatic environment, long-term hazard]
68506-86-5	Vigabatrin	10/3/13	Lundbeck	Intractable Complex Partial Seizures & Infantile Spasm		https://pubchem.ncbi.nlm.nih.gov/compound/5665	GR120KRT6K	Vigabatrin is indicated as adjunctive therapy in the treatment of refractory complex partial seizures in patients 2 years of age and older who have had inadequate responses to multiple previous treatments (i.e. not to be used for first-line therapy). It is also indicated as monotherapy in the treatment of infantile spasms in patients between 1 month and 2 years of age for whom the potential benefits outweigh the risk of vision loss.	Enzyme Inhibitors	Compounds or agents that combine with an enzyme in such a manner as to prevent the normal substrate-enzyme combination and the catalytic reaction. (See all compounds classified as Enzyme Inhibitors.)	H315 (97.5%): Causes skin irritation [Warning Skin corrosion/irritation]; H319 (97.5%): Causes serious eye irritation [Warning Serious eye damage/eye irritation]; H335 (100%): May cause respiratory irritation [Warning Specific target organ toxicity, single exposure; Respiratory tract irritation]
163521-12-8	Vilazodone	1/21/20	Allergan	Major Depressive Disorder (MDD)		https://pubchem.ncbi.nlm.nih.gov/compound/6918314	S239O2OOV3	Vilazodone is approved for treatment of major depressive disorder.	Antidepressive Agents	Mood-stimulating drugs used primarily in the treatment of affective disorders and related conditions. Several MONOAMINE OXIDASE INHIBITORS are useful as antidepressants apparently as a long-term consequence of their modulation of catecholamine levels. The tricyclic compounds useful as antidepressive agents (ANTIDEPRESSIVE AGENTS, TRICYCLIC) also appear to act through brain catecholamine systems. A third group (ANTIDEPRESSIVE AGENTS, SECOND-GENERATION) is a diverse group of drugs including some that act specifically on serotonergic systems. (See all compounds classified as Antidepressive Agents.)	
71486-22-1	Vinorelbine	8/15/02	GSK	Leukemia/lymphoma		https://pubchem.ncbi.nlm.nih.gov/compound/5311497	Q6C979R91Y	Vinorelbine tartrate is indicated for adults in the treatment of advanced non-small cell lung cancer (NSCLC), as a single therapy or in combination with other chemotherapeutic drugs.  Used in relapsed or refractory Hodgkin lymphoma, in combination with other chemotherapy agents.   For the treatment of desmoid tumor or aggressive fibromatosis, in combination with methotrexate.  For the treatment of recurrent or metastatic squamous cell head and neck cancer.  For the treatment of recurrent ovarian cancer.  For the treatment of metastatic breast cancer, in patients previously treated with anthracyline and/or taxane therapy.  For the treatment of HER2-positive, trastuzumab-resistant, advanced breast cancer in patients previously treated with a taxane, in combination with trastuzumab and everolimus.	Antineoplastic Agents, Phytogenic	Agents obtained from higher plants that have demonstrable cytostatic or antineoplastic activity. (See all compounds classified as Antineoplastic Agents, Phytogenic.)	
508233-74-7	Vortioxetine	8/21/23	Takeda Pharmaceuticals USA Inc	Major depressive disorder (MDD)		https://pubchem.ncbi.nlm.nih.gov/compound/9966051	3O2K1S3WQV	Vortioxetine is indicated for the treatment of major depressive disorder (MDD).	Anti-Anxiety Agents	Agents that alleviate ANXIETY, tension, and ANXIETY DISORDERS, promote sedation, and have a calming effect without affecting clarity of consciousness or neurologic conditions. ADRENERGIC BETA-ANTAGONISTS are commonly used in the symptomatic treatment of anxiety but are not included here. (See all compounds classified as Anti-Anxiety Agents.)	H361 (100%): Suspected of damaging fertility or the unborn child [Warning Reproductive toxicity]; H371 (100%): May cause damage to organs [Warning Specific target organ toxicity, single exposure]; H373 (100%): May causes damage to organs through prolonged or repeated exposure [Warning Specific target organ toxicity, repeated exposure]
